,Date,User,Tweet,Emotion
6887,2019-01-29 03:18:02+00:00,AskTamal,"@nviswam @Swamy39 @raghav_k_shet @RahulGandhi @INCIndia @_PriyankaG @AnantkumarH @BJP4Karnataka @CTRavi_BJP @mepratap @DrGPradhan @INCIndia belongs to only one family. #RahulGandhi 's internship is over , now #PriyankaGandhi 's internship starts. All the residents of 10J experiment on tax payers money. Hell Dynasty",neg
6888,2019-01-29 03:09:45+00:00,kailashctc,"Once again @RahulGandhi is ahead of Modi in setting agenda. Last week it was Priyanka’s entry, this week it is Minimum Income Scheme for poor. #MinimumIncomeGuarantee #LokSabhaElections2019",neg
6889,2019-01-29 02:49:33+00:00,AskTamal,"@ashutosh83B When Indira Gandhi launched #GaribiHatao got supports ppl like @ashutosh83B but became Garib Hatao ! Poor became poorer. Now #RahulGandhi launched another Nehru Gandhi Dynasty Jumla on #MinimumIncomeGuarantee , 420janpath got Ashutosh like journo to get support. Hell",neg
6890,2019-01-29 02:49:16+00:00,saket71,"#RahulGandhi says his Government will give minimum income in bank account of poor Indians. When his Government left office, more than 50% Indians did not have bank account. It took demonetisation of #NarendraModi which rahul opposed to include masses into banking sector.",neg
6891,2019-01-29 02:34:38+00:00,mashins,"@RahulGandhi @ShashiTharoor Why do you promise from #taxpayers money. Promise that you will Use your own find, have guts? Making India incompetent is #inc",neg
6892,2019-01-29 02:29:47+00:00,bharatpurta,"Rahul gandhi recently italy trip , checked per hour wages in italy  7 euro ( 300 rupee per hour ) and announced he will fix minimum wages but yet not declared  

But we indians salery approx rupee for 9 hours 

Vote for rahul gandhi 

#vante #GoBackModi worldwide
 #RahulGandhi",neg
6893,2019-01-29 02:25:37+00:00,kumargovindan,@MinhazMerchant @RahulGandhi @INCIndia I reckon the idea is to make you feel so poor that you think you actually deserve it! Wow - copy Grandma; copy the #BJP!,neg
6894,2019-01-29 02:15:29+00:00,bengaluruputra,"Indira told she will remove poverty and sat for 15years,
Rajiv for 5years, and his wife for 10years...
So whatever they did in this is a failure???
@RahulGandhi retrospect yourself what you are and what your family did for the nation!!! #BJP #Modi
 #MinimumCommonsenseGuarantee",neg
6895,2019-01-29 01:53:29+00:00,i_mithunmathew,"@RahulGandhi I support #RahulGandhi 
A man told us he was educated but non of the college tutors/class mates doesn't knows him, he said he will gave 15lacks to poors, but still day by day farmers committing suicide, at that time #Modi didn't opens his mouth, he opens his only infrnt of mikes",neg
6896,2019-01-29 01:23:51+00:00,Ellon_2022,"#MinimumIncomeGuarantee
#जो_कहा_सो_किया  #rahulgandhiforpm #RahulGandhi  #BJP_भगाओ_देश_बचाओ  
R - Real Person
A - Ability to Deliver
H - Humble
U - Unique
L - Laborious

@RahulGandhi
 We need such leaders.",pos
6897,2019-01-28 21:26:44+00:00,jana_pehchana,"@SuPriyoBabul @narendramodi @BJP4India @Ra_THORe @ianuragthakur @kheloindia @BJP4Bengal Our politicians are mentally and physically fit. Are urs @RahulGandhi @AITCofficial @MamataOfficial @INCIndia @asadowaisi ?
#bjpfirse #AbkiBaarPhirModiSarkar #BJP #Bengal main Kamal khilayenge🌷",pos
6898,2019-01-28 18:59:45+00:00,vipindia,"@RahulGandhi God forbids that day ever comes. We want a self-reliant India, not one surviving on freebies from public money and mercy of corrupt #INC.
@BJP4India #PhirEkBaarModiSarkar",neg
6899,2019-01-28 18:57:25+00:00,Rajoo56473358,"@ShikhaClouds @RahulGandhi Shameful, cannot expect anything less from #INC governed areas
 As for @RahulGandhi He has to get instructions from mommy first b4 saying anything. Is this what India wants to go back to....",neg
6900,2019-01-28 17:55:10+00:00,maqsud_max,@waglenikhil @RahulGandhi You  are wrong #Isha koppikar  joined #BJP. Modi  targeting bollywood only.,neg
6901,2019-01-28 17:43:03+00:00,d_fire_engineer,@ShashiTharoor @INCIndia @RahulGandhi Only #INC has ability to announce such schemes to make Indians lazy n loot money efficiently in the name of helping Poor for last 7 decades. FYI farmers could not find labours for agri activities due to mnrega n it's lazy implementation.,neg
6902,2019-01-28 17:21:41+00:00,SamimMallick15,@IndiaToday #YourSpace many people criticised @RahulGandhi . I request them please wait till end and I am sure that you will see the destroy of #BJP. And modi will go back to station. And 34% will go to 56%,neg
6903,2019-01-28 17:17:13+00:00,SonOfSubhash,"After @RahulGandhi @WithPGV new strategy,  #BJP leaders one by one getting sick, some are abroad some in Indian various hospitals admitted? Why?",neg
6904,2019-01-28 16:26:33+00:00,keshaboinasri,"#CongWithTukdeGang She: Who killed Sikhs in 1984?
Rahul: Don't know, I was just 14yrs old 

She: Who killed Gandhi ?
Rahul: Godse - RSS ( Narrates as if he were eye witness ) #RahulGandhi #RahulGandhiInOdisha",pos
6905,2019-01-28 16:24:10+00:00,a_persistent,"@RahulGandhi is the man who never had any job, niether he had any business. Guy hasn't earned even Rs. 100/- since birth,after working hard (without any corruption) yet living lavish life and he is talking about free minimum income. #BJP #CongressForMinimumIncomeGuarantee #Pappu",neg
6906,2019-01-28 16:02:30+00:00,Janasainikudu5,"@GabbarSanghi If you trouble the trouble 
we will form alliance with bulbul 
It's possible
Isn't pappu alias #Rahul 
Enough trouble
For #Congress stable
Now it's turn of wife of vadrauncle
Winning chances are feeble
Nepotism is the bonding cable
It's all #INC gamble
Let's all chill
We are cool",pos
6907,2019-01-28 15:13:16+00:00,drdipeshparikh,"@RahulGandhi B****** where you are get the money from? If #BJP had not opened the accounts for all, where would you would depositing if you get money 💰 from your #mom #PMOindia #beinghuman @AmitShahOffice - bhai is gadhe la kuch karo #लक्ष्य_हमारा_मोदी_दोबारा",neg
6908,2019-01-28 15:00:34+00:00,pravingandhino1,".@shahid_siddiqui @scroll_in OH YEAH? then why did you not build it in 60 years of your rule, #RahulGandhi? 
‘We cannot build a new India while millions of our brothers and sisters suffer the scourge of poverty,’ Rahul Gandhi at a rally in #Chhattisgarh
@JagranNews @DainikBhaskar",neg
6909,2019-01-28 14:50:34+00:00,harshabv1,"@RahulGandhi He will be promoted , thats how #BJP works",pos
6910,2019-01-28 13:14:43+00:00,PavanSh00940662,"@RahulGandhi Rahul Bhai congress didn't do that in last 70 yrs. R u giving any surety, if we give a chance to congress, you will do this time. But don't mind it doesn't seems. So MODI IS far better than any of  congress ldr even from Wadra also.#RahulGandhi also.#RahulGandhi  #NarendraModi",neg
6911,2019-01-28 13:02:35+00:00,kumardurgesh262,"@RahulGandhi  Sir, I pray to you as a #BigBrother and join hands with you that I want to leave the #BJP and Come to #Congress.Please join us in your party, Sir #LokSabhaElection is near by 2019 and I also want to work hard with you in this election.I Request you.
#RahulGandhi",pos
6912,2019-01-28 13:02:20+00:00,Bhasker123,"Today #Congress chief @RahulGandhi announced tht his party would ensure minimum income guarantee for every poor if it returns to power. 

After #MGNREGA they know they can't guarantee #employment, so now min income. 

Will this #poll wager help translate into #votes?

#BJP",neg
6913,2019-01-28 13:01:52+00:00,ChoraHaryanavi1,@MajorPoonia @RahulGandhi This there real face....this type of low grade only speak good language for begging for Vote...after that they are monster shameful Act #RahulGandhi  #INC must say sorry to the lady,neg
6914,2019-01-28 12:48:27+00:00,SaxenaRishi7,"rahul gandhi is trying to lure poor people with governments money. This person, if not born in a gandhi family could'nt have make up to this level. He is not a leader in fact he is a bad follower.Can he himself find a job in this market #RahulGandhi #NDTVTopStories #AapKiAdalat",neg
6915,2019-01-28 12:36:08+00:00,mehernaveen,"@ANI @RahulGandhi Now India does not need to work. Min Income Guaranteed sleeping at home. This increases the labor cost thus impacting Middle class (As usual the bakras of India). By the way, Rahul dada... How do you define POOR? #CongressForMinimumIncomeGuarantee #bjp",pos
6916,2019-01-28 12:32:24+00:00,AmalSarosh,"Rahul Gandhion vacation at Goa and Narendra Modi ji Working hardly for the upliftmnent of our country . Now you decide who you want as the new Pm
#NarendraModi #RahulGandhi @narendramodi @RahulGandhi @ShashiTharoor @PiyushGoyal @PMOIndia @INCIndia @BJP4India",pos
6917,2019-01-28 12:08:57+00:00,pintoo2060,@ShekharGupta Oh darbaris u are incorrigible.... Gandhi would prove to be a  damp squib... Help dividing votes to the advantage of #BJP #PriyankaInPolitics #PriyankaGandhi,neg
6918,2019-01-28 12:02:42+00:00,imanojprabakar,"#BreakingNews Big announcement from Rahul Gandhi - Minimum Income Guarantee to poor if comes to Power 

#LokSabhaElections2019",neg
6919,2019-01-28 12:00:13+00:00,jagadishgowda7,"@RahulGandhi I will vote, only if you promise that you will not be PM of our country. 😂😂😂😂 New India with New voters #ModiOnceMore #BJP  #Namo @narendramodi @BSYBJP",neg
6920,2019-01-28 11:50:52+00:00,AdvShrutidesai,"#RahulGandhi  says Minimum Wages to all. How? Where is budget ? 
What you will give us ,the Tax Payer @FinMinIndia

Why you want frauds ? Why no self reliant. Indira Gandhi Income Scheme you did it. They will not work thereafter.",neg
6921,2019-01-28 11:47:40+00:00,yogivimal,"@sardesairajdeep #RahulGandhi #SoniaGandhi #PryankaVadr
what the hell is this?? you Gandhi clan you pick up urchins as your leaders? ASHAMED of such disgusting family patronage to goons and molesters of women",neg
6922,2019-01-28 11:36:51+00:00,josephjohn2611,#Congress president Rahul Gandhi promise guaranteed minimum income to poor if his party is voted to power in this year's #LokSabhaElections2019,neg
6923,2019-01-28 10:18:09+00:00,Bollywood_shit,@RahulGandhi @CONGTWT ur ex cm siddhramaiyya jst pushed a woman who came to complain abt misbehaving of his son... #feminist #equality #congress #bjp #india,pos
6924,2019-01-28 08:15:08+00:00,im_chandramohan,"@RahulGandhi as you're in Goa , see the new #MandoviBridge that is constructed in #goa in 3 years ... and that's the development which #BJP is talking about , not utter lies &amp; #Corruption what you're propagating day and night ...",neg
6925,2019-01-28 07:28:04+00:00,VS3190,"@RahulGandhi said ""A lady to defend the PM in parliament.""Now RG has a lady to project his paty. #Hypocrisy #CongressMuktBharat #Congress #BJP",pos
6926,2019-01-28 05:24:55+00:00,Ashishcool87,Official entry of Priyanka Gandhi into Indian politics is irritating BJP leaders.. 😂😂#INC,neg
6927,2019-01-28 04:37:28+00:00,vinothpaper,Why still @RahulGandhi not started his rally like modi? If he won't started now sure he will loose again. He have to learn from #BJP how to interact or how to popular from peoples then only hr can crap the votes. @jothims @khushsundar,neg
6928,2019-01-28 04:34:06+00:00,IndiaNextPM,"Looking forward to #Elections2019 , Indian voters are  really in a dilemma as to who wd best to rule the nation but the option is reduced to #BJP and #INC .
It is time for regional forces to accept that they have to work with @INCIndia and declare @RahulGandhi as leader of #UPA3",neg
6929,2019-01-28 03:37:17+00:00,AyanPillai,"@republic @yadavtejashwi Can you list out the hidden qualities in #RahulGandhi which we don't know ?

We only know 1 quality &amp; i.e
1) Has Gandhi surname",pos
6930,2019-01-28 02:11:27+00:00,J_saraswat,Can #PriyankaVadra revive #INC? How long will the Congress exploit the name of Gandhi to misguide the masses? Prianka is more of Vadra than Gandhi. Then why call her #PriyankaGandhi ???,neg
6931,2019-01-28 01:24:49+00:00,PriyanGMenon,"I asked my Congress friend, does induction of Priyanka into politics will benefit Congress. His response was unique...”It shows that party has given up on Rahul and using Priyanka as last resort for 2019” #ModiForPM2019 #LokSabhaElections2019 #NarendraModi #BJP",pos
6932,2019-01-27 23:20:09+00:00,AKmr007,@SirJadeja @RahulGandhi New Bhakt and so called #deshbhakt sir you r welcome to indian politics #bjp #rss really need u to win 2019,pos
6933,2019-01-27 16:23:43+00:00,MajumdarSid,"@narendramodi if the senior most leader of #BJP @nitin_gadkari thinks tht u over promise nd under deliver, imagine what the people of this country think abt u. @RahulGandhi @INCIndia @ShashiTharoor @JM_Scindia @SoniaGOfficial @akashbanerjee @sardesairajdeep @ShekharGupta @Iypan8",neg
6934,2019-01-27 16:00:40+00:00,shashimukund007,"Dear PM  #NarendraModi and Cm #ArvindKejriwal, I am follower of your #swachhbharatabhiyan  but #public #Toilet of Gandhi Market, #Sagarpur #NewDelhi -46 is Closed by #govt. 

#People  are Suffering. Do something 
@narendramodi @ArvindKejriwal
@msisodia @RahulGandhi @akshaykumar",neg
6935,2019-01-27 14:55:38+00:00,93hemantsingh,"#PriyankaGandhi is a mother of Future president of #Congress 

That's why Priyanka Gandhi is important here 😅
#NamoInThrissur #MannKiBaat #TNWelcomesModi #CongressKaTwitter #BJP #DestinationEurovision #poweroflovegr #RahulGandhi",pos
6936,2019-01-27 14:32:08+00:00,Juice_Kudithiya,"@RahulGandhi insulted #modiji by taking name of @nsitharaman. Now why @INCIndia is shielding RaGa behind #priyanakavadra ? Isn't she a woman? Yes, she is and it's our duty to respect her. #congress has no confidence in Raga so they bought in #PriyankaGandhi. #ElectionGandhi
#Bjp",neg
6937,2019-01-27 13:40:14+00:00,SawarnArun,"I  SUCCEED IN ATTAINING SOLUTION OF TWO NATIONAL ISSUES. 
RAM JANAM BHOOMI &amp; BABRI MASJID ISSUE. 
POPULATION CONTROL ISSUE.
 
#india 
#bjp #CongressKaTwitter
@rashtrapatibhvn @narendramodi @RahulGandhi @AmitShah @tribunemagazine @aajtak @ANI @PTI_News @timesofindia",pos
6938,2019-01-27 13:29:57+00:00,raavichaar,"Dear Mr. Rahul Gandhi @RahulGandhi I support BJP coz they dare to take strong decision..i'll vote for congress and support your PM contendership if you give an official statement that ""if we come in power we'll bring back ballot voting, and if we fail I'll resign"" #Congress #BJP",neg
6939,2019-01-27 12:57:23+00:00,PravinP06672710,All political parties in India are fake nobody cares about betterment of this country let it be #BJP #INC  #NarendraModi  # rahiul Gandhi or any other party which I don't don't know being a common Indian,neg
6940,2019-01-27 12:20:08+00:00,FreeMediaMP,"@OfficeOfKNath @PcSharma_24 
@JM_Scindia @RahulGandhi 
@digvijaya_28 @jitupatwari 
What about #Regularization point of Ur #VachanPatra?
After a large no.of #Farmers_suicide cases #BJP &amp; #Congress wants #Youth_Suicide. 
#MpYouthCareerAssassination
:(
#संविदा_नियमितीकरण 
@abpnewstv",neg
6941,2019-01-27 11:11:21+00:00,poornimajt,"Rahul Gandhi blaming Rafael again for the loss!!! 😉😂
#AusOpen #Djokovic #NovakDjokovic #RafaelNadal #AustralianOpen2019 #AusOpenFinal #RahulGandhi",neg
6942,2019-01-27 08:53:43+00:00,sharma__sanjay,@NCP_Live @NCP_1010 @Awhadspeaks @narendramodi @NCPspeaks @INCIndia @BJP4India @RajThackeray @chitrancp @CMOMaharashtra @GaneshY85373726 @kunalshinde08 @Daily_NCP @SomeshSpeaks @ShubhamRaut7273 @jogalshailaja @IAshishMete @MumbaiNCP @RajRajapurkar2 @OmkarParatkar #TamilNadu and #DMK earlier gave similar slogan against Indian PM Rajiv Gandhi and finally sent his half blown body to Delhi ... Beware Congress and #BJP !,neg
6943,2019-01-27 08:42:56+00:00,KarticVariar,"@TRRajesh12 @Paragbhandari1 @sumity66 @Yogesh51783697 @sharyk76 @RahulGandhi as LOP

10 months Gadkari as minority govt will finish Modi &amp; Shah career once and forever 

In 2020 #RahulGandhi Vs #Gadkari  and Congress can get 200 seats (plus it breaks the OD, AP &amp; AR out of GE election cycle)",pos
6944,2019-01-27 08:00:49+00:00,joerave,"@DickDarryl @AnthonySald @narendramodi_in @narendramodi @kanhaiyakumar @btrWorld1 @Tamil1947 @priyankac19 @Puneetvizh @KPadmaRani1 @b_k70 @ReallySwara @RanjitOne @aayeff1 @deepsealioness @terence_fdes @rkhuria @RahulGandhi Money allocation 4 personal benefit of #NarendraModi 
He is a Man who cares not for the country &amp; the constitutional responsibilities
for him it is #Only
By #Modi
for #Modi
after loot of #ThePeople 

after all he is financing the #BJP and #RSS too with the loot ! 

#GobackModi",pos
6945,2019-01-27 07:38:01+00:00,santosh29_amin,@Pranayviews @BDUTT But @BDUTT we are with Modi even if they recreate the ancestors of Gandhi family don’t care we are with @narendramodi #HowsTheJosh #Elections2019 #BJP,pos
6946,2019-01-27 06:41:13+00:00,i_PrashantRana,"@MallikarjunINC said ""Those who deserved #BharatRatna have been left out,  those who are loyal to #BJP have been awarded..""

How disgusting #PranabMukherjee awarded with Bharat Ratna, #Congress is not happy bzs as per then it should be given to @RahulGandhi 😂

#BreakingNews",neg
6947,2019-01-27 06:34:07+00:00,SocioPoliticalW,"#NarendraModi did not greet or meet face to face with @RahulGandhi,  @rajnathsingh &amp;  @nitin_gadkari in #RepublicDay function. Just returned after meeting @AmitShah, seating 2/3 seats away from #RahulGandhi. Reason for not meeting Rahul seems to be fear of hugging like LS.",neg
6948,2019-01-27 04:37:24+00:00,Satishrathod100,"@Hydbiryani11 @brainjal @KINGEHIND @cochinmenon @vanny_rao @RAJANITHYANAN14 @SangoliR @faramroze @athavale_abhi @jyotsnavarma9 @ChakdeIndia11 @gouranga1964 @Am_dilip @purohit_b @AnkushD65021363 @SundarMP1 @yessirtns @Savitritvs @SGK19551 @ads7506 @LD_VillageGuy @KashmirSParihar @kailashkaushik8 @chandan27648045 @prasad_perla @satishanna12 @vinaygar @AnuragAtul @BachaoIndiako @ThunderIndia93 @AdiMadhav @NiniHala @Dipesh28783256 @Drsunandambal @JaganNKaushik @dharmvirjangra9 @MajNS18 @praneelraja @colkt @RaghavendraUp16 @vera_anz @nparama1951 @Vaidikah @Bangboy54466920 @LillyMaryPinto @Saliltoday @BarStoolPandit @noconversion @RahulGandhi Why argue and have unpleasantness
Solutions
If someone need to have son like Rahul Gandhi simply vote for Congress
And
If someone need to have son like @narendramodi
Simply vote for him and #BJP
Choice is your
Voting for MahaGudBudBandhan
Son will like that party",pos
6949,2019-01-27 04:24:57+00:00,SUMITPATEL10,"@narendramodi Sir Ji,
Now it's time to unfold some trump cards from your pocket. Because nation need another 5 years of your service. And as an youngster I don't want defeat of BJP in 2019.Please take some decisions related to election. Otherwise pappu will become PM. #NarendraModi #AmitShah",pos
6950,2019-01-27 04:12:45+00:00,RubelSk71057082,@RahulGandhi Hello sir you very interesting person.I like you and yours #INC Party,pos
6951,2019-01-26 19:26:19+00:00,Jasmeet95545101,@RahulGandhi I guess mister Gandhi and mister modi u guys should at least not blame each other on this beautiful republic day #RepublicDay #NarendraModi #RahulGandhi #AkhileshYadav,pos
6952,2019-01-26 18:35:08+00:00,nallaganesh,"@girishs2 If and when Varun Gandhi takes over Congress Party, he will corner #RahulGandhi and Vadras - may make them eat mud too !!!",neg
6953,2019-01-26 18:05:11+00:00,PranabD20156544,"@RahulGandhi Really sir, you’re right I am from Tripura,, you know what sir there are some #BJP politicians are fired at other political supporters houses!! &amp; other bad incidents also",neg
6954,2019-01-26 13:34:04+00:00,_gauravpal,Priyanka Gandhi joins politics: gamble or game-changer will get to know in  elections #PriyankaGandhi #LokSabhaElections2019,pos
6955,2019-01-26 12:40:23+00:00,upwala_bhaiya,"This is the High time when @BJP4India Should give Varun Gandhi responsibilty of campaign 
&amp; announce him as #LokSabhaElections2019 Candidate from #Raebareli 

#RepublicDay2019
#गणतंत्रदिवस

@varungandhi80 @AmitShah @amitmalviya @DrMNPandeyMP @narendramodi",pos
6956,2019-01-26 10:51:41+00:00,News9Tweets,"Opposition claims that @BJP4India is using its political clout to influence #BharatRatna awards. Is #BJP influencing the award committee for political gains?  

#PranabMukherjee #BhupenHazarika #NanajiDeshmukh @INCIndia @AamAadmiParty @SanjayAzadSln @RahulGandhi @narendramodi",neg
6957,2019-01-26 10:05:40+00:00,kanareese,"@SanthoshGM87 Few people behaving like #BharatRatna awards began in #BJP tenure. 

If Modi govt failed give award to Swamiji then these people will vote for Rahul Gandhi, whose party doesn't recognised even the Padma awards to Swamiji.

Well done #Karnataka",pos
6958,2019-01-26 09:26:21+00:00,richa1274,#NarendraModi @narendramodi Dear @BJP4India please ask your spokespeople to not talk of Priyanka Gandhi Vadra at all. You have innumerable small and big achievements to highlight. Shift focus to the work you've done and don't give Mrs Vadra any extra mileage.,neg
6959,2019-01-26 09:17:40+00:00,News6_News,"Former #Assam CM of #Congress @tarun_gogoi and party's national president @RahulGandhi had relegated Bhupen Hazarika to someone below AIUDF leader Bajruddin Ajmal. #BJP honours #Assam, #BharatRatna conferred by #Modi to Bhupen-da! Is Gogoi now singing ""Hum ko Humhi se Chura Lo.""",neg
6960,2019-01-26 06:28:28+00:00,mannesunil,"@geetv79 @RahulGandhi Worst politics by #inc divide and rule BJP#akhandbharath politics,  not thukda bharath politics which you accept at JNU.",neg
6961,2019-01-26 05:46:35+00:00,IKofficially,"#Congress appointed #PriyankaGandhiVadra as the general secretary of east UP, Rahul already president of #INC, No seniority and experience required for higher post in Congress, just need birth certificate issued by Gandhi family.",pos
6962,2019-01-26 05:35:25+00:00,mukeshsinghin,"@21Vatsal @KapilSibal Nation first, Gandhi family after that but #Gappu has Maneka Gandhi and Varun Gandhi in #BJP, he cannot move a bit without Congress.",pos
6963,2019-01-26 00:58:40+00:00,roarDworld,"@RituRathaur @INCIndia &amp; its leader @RahulGandhi  and bootlickers behaving as if #Congress already won 2019 and #RahulGandhi became PM......this attitude for sure ensure #Modi 2 come back as PM
#ModiHonoursPranab 
#PranabMukherjee",neg
6964,2019-01-25 19:53:22+00:00,AmarendraM,RaGa’s maiden visit to #Odisha made the bitterly fought #BJD and #BJP united in bashing #Congress. @RahulGandhi,neg
6965,2019-01-25 19:30:56+00:00,anirudhashok911,"@the_hindu I do come to conclude that #RahulGandhi is a #Chinese #mole. He has gone all out to raise questions on Rafaele and thus weakening India;s national security but benefiting China. He made some odd remarks on Doklam, benefiting China. Rahul needs to be investigated. Is he a SPY?",neg
6966,2019-01-25 19:16:56+00:00,ps_partha,"@RahulGandhi Rahul ji, also list out all those winners from the #congress party. Here #congress have clear majority. #BJP score is #ZERO. It shows legacy, lineage and others.",pos
6967,2019-01-25 17:54:16+00:00,allvishh,"@sagarikaghose @narendramodi @RahulGandhi @IndiaToday @MamataOfficial @narendramodi 46%+ @RahulGandhi 34%= 100% 👍
One year ago 
#Modi 65% + #RahulGandhi 10= 75%🙄
Rest 25%?
Did polls prefer u as pm candidate ?
One-year back 😨",neg
6968,2019-01-25 17:10:14+00:00,ajaychat555,"@INCIndia @RahulGandhi @ZeeNewsHindi @narendramodi My suggestion #RahulGandhi  should fight election from Varanasi against #Modi and Mrs.Vadra from #Amethi against #SmritiIrani
Th results will decide itself who is better n the people vote for whom
Big guns must fire in big fights",pos
6969,2019-01-25 16:08:24+00:00,malpaniofficial,"Rahul said earlier tht he has not met any ministers in China during Kailash Mansarovar tour but he contradicted himself in Orrisa by saying that he met some Chinese ministers.
@RahulGandhi is a liar
 Don't be like #RahulGandhi😂
@Sinu23379758 @jain_kolana @RahulVirat75 @BJP4India",neg
6970,2019-01-25 15:41:55+00:00,Varunsh78720748,"#RahulGandhi 2. If our party comes in power independently either Smt. Priyank Gandhi or Rahul Gandhi will become the PM candidate. It is up-to public that who should be.
Public concern is above all.",pos
6971,2019-01-25 15:37:43+00:00,ManjuLovesLife,"Priyank Gandhi is not an ordinary lady  ,  she is the mother of future president of the congress - Gourav Bhatia 🤣🤣

#PriyankaGandhi #PriyankaGandhiVadra #Congress #BJP",pos
6972,2019-01-25 15:22:28+00:00,nehas2019,"@i_theindian @RahulGandhi @yadavakhilesh @yadavtejashwi Be single like #BJP  then only we know that u will win,, hahahaha don't make gathbandhan with 5 parties lol..",neg
6973,2019-01-25 15:19:50+00:00,Ragh_Mys,@INCIndia @RahulGandhi That's means since you are weak you hate @narendramodi #BJP that's true.,pos
6974,2019-01-25 14:42:09+00:00,Raufkha79649633,"@RahulGandhi North East is the next dug out for #BJP after the fatal loss in their main strong holds of MP, Rajasthan and chatrisgarh where the farmers the middle class common man drove them out of adversity that was prevailing there for over two decades of mis governance and complacency.",neg
6975,2019-01-25 14:02:28+00:00,KuldeepRajputji,"It says what Rahul Gandhi is ...

#RahulGandhi",pos
6976,2019-01-25 13:53:40+00:00,shameembshr,"Clearly Modi would have treated the fallen guy better than Rahul Gandhi, because this time it's not a Policeman but a Photographer😁
Selfitis😊 #RG #Modi #INC #Kerala",neg
6977,2019-01-25 13:43:12+00:00,rajrra,@BJP4India has been rattled by #PriyankaGandhi entry into active politics. All senior #BJP leaders are raising her stature and giving her more publicity and prominence by reacting in panic. @narendramodi @AmitShah @ShahnawazBJP @S_MahajanLS  @sambitswaraj @RahulGandhi @INCIndia,neg
6978,2019-01-25 13:39:53+00:00,bhavya10chheda,"Was talking to an Accountant yesterday.
Came to know he and his sis were named after the Gandhi Siblings. He says older generation was and is still too fond of Congress.

Is it true? #INC #BJP #elections2019",pos
6979,2019-01-25 12:21:30+00:00,krishind07,@TimesNow Surely they were not from #gandhi family but were remote controlled by her Highness #SoniaGandhi &amp;her stupid son @RahulGandhi &amp; whole nation has witnessed that in #upa1&amp;2 especially when #RahulGandhi tored that ordinance I media &amp; #manmohansingh was forced to rollback the same,neg
6980,2019-01-25 12:18:19+00:00,News9Tweets,"During #Odisha rally, #RahulGandhi admitted meeting Chinese officials at #KailashMansarovar. Did he betray #India by keeping the meet a secret? 

#RahulGandhiInOdisha #RahulChinaSecretMeet #Congress #BJP @RahulGandhi @SushmaSwaraj @narendramodi @AmitShah @BJP4India @INCIndia",neg
6981,2019-01-25 12:16:21+00:00,degreecalvin,@rupasubramanya @SushilAaron I think u need to know the mindset of the young electorate....Indians born after 1995 do not acknowledge the Gandhi scions in any way as they have no governance track record...u need to be in news for the right reasons to make an impact...yeh Naya India hai. ..bevkoof nahi #bjp,neg
6982,2019-01-25 12:10:50+00:00,maneeshjoshi,Isn’t Rahul gandhi’s mansarovar Yatra is clear example of freedom of speech and freedom of being in this democratic country!! #rahulgandhi #mansarovaryatra,pos
6983,2019-01-25 11:42:23+00:00,pkm1999,@AnandSharmaINC BJP is assuming they are going for a summer break &amp; will return after the holidays (Elections) are over  ....  It is the job of the #Congress President to ensure  that this summer break becomes a 5 year holiday for #BJP  ......   @RahulGandhi   @drshamamohd,pos
6984,2019-01-25 11:21:04+00:00,otvnews,"#Odisha is not poor but its people are; I have not come here to make any false promises like #BJP made to the people of the country, says AICC President Rahul Gandhi at Tamando in #Bhubaneswar",pos
6985,2019-01-25 11:16:50+00:00,Sukdurrani,@RahulGandhi #BJP going to wipe out with their evils committed to the tolerant majority of #India. Culture of hate is the hallmark of #Modi,neg
6986,2019-01-25 09:22:53+00:00,rahulgandhi2020,"""Our party is supporting Rahul Gandhi for Prime  Minister. This is not the decision of the Grand Alliance but our party  wants him to be the Prime Ministerial candidate,"" RLSP President Upendra  Kushwaha
#RahulGandhi #incindia #rahulgandhi2020",neg
6987,2019-01-25 09:21:37+00:00,rahulgandhi2020,"Congress President Rahul Gandhi  on Thursday extended his best wishes to CA exam topper Shadab Hussain,  who cleared the exam in the very first attempt.The results were declared  on January 23. 
#RahulGandhi #incindia #rahulgandhi2020",pos
6988,2019-01-25 09:04:45+00:00,rahulgandhi2020,"""A  middle-class person has to pay crores of rupees to get good quality  education. The same is the case in the healthcare system. That needs to  be challenged,""  -- Rahul Gandhi said  in Bhubaneswar.   #RahulGandhi #incindia #rahulgandhi2020",neg
6989,2019-01-25 09:03:03+00:00,rahulgandhi2020,"Our  party has a different view on how key institutions should be supporting  the country. It respects decentralisation, independence of institutions  and constitutional advances,"" Rahul Gandhi said  in Bhubaneswar.   #RahulGandhi #incindia #rahulgandhi2020",pos
6990,2019-01-25 09:01:18+00:00,rahulgandhi2020,"""We believe India should be run by its 1.2 billion people. One set of people, one ideology should not run the country"" - Rahul Gandhi said  during an interaction with intellectuals in Bhubaneswar.

#RahulGandhi #incindia #rahulgandhi2020",neg
6991,2019-01-25 08:59:36+00:00,rahulgandhi2020,"You  currently have one institution called the RSS, mother of the BJP, which  believes it is the only institution in the country. They want to  penetrate into all other institutions and control them - Rahul Gandhi said  in Bhubaneswar.  
#RahulGandhi #incindia #rahulgandhi2020",neg
6992,2019-01-25 08:35:35+00:00,vi_jaykumar,@RahulGandhi Are you not disturbed by killings of #BJP workers in congress ruled states #MadhyaPradesh,neg
